Nama Bahan Makanan,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,Beta-karoten,Karoten total,Vitamin B1,Vitamin B2,Niasin,Vitamin C,BDD,Mentah/Olahan,Kelompok Makanan
"Kacang tolo / tunggak, kering",13.5,331.0,24.4,1.9,56.6,1.6,3.6,481.0,399.0,13.9,15.0,7.8,1.03,5.9,,65.0,,0.06,0.2,4.3,,100.0,Tunggal,Kacang
"Kacang tolo / tunggak, rebus",64.4,138.0,10.7,1.1,22.6,0.9,1.2,165.0,172.0,4.0,13.0,6.7,0.8,6.1,,,,0.01,0.17,3.2,,100.0,Olahan,Kacang
"Kacang uci, kering",9.9,358.0,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,,0.35,,,20.0,,0.1,0.2,2.5,2.0,100.0,Tunggal,Kacang
Ampas kacang hijau,70.6,96.0,3.7,0.6,19.1,2.7,0.6,133.0,150.0,1.3,,,,,,,,0.05,,,,100.0,Olahan,Kacang
Ampas tahu kukus,82.5,75.0,4.1,2.1,10.7,5.1,0.6,203.0,60.0,1.3,,,,,,,,0.07,,,,100.0,Olahan,Kacang
"Ampas tahu, mentah",84.1,67.0,5.0,2.1,8.1,4.1,0.6,460.0,88.0,1.0,8.0,184.5,0.17,0.5,,,,0.06,0.02,0.1,,100.0,Olahan,Kacang
"Anggur hutan, segar",92.3,30.0,0.5,0.2,6.8,1.2,0.2,39.0,12.0,1.1,,,,,,,1.0,0.01,,,3.0,100.0,Tunggal,Buah
"Apel malang, segar",85.9,57.0,0.5,0.4,12.8,0.8,0.3,9.0,18.0,0.6,4.0,175.4,110.16,,,26.0,2.24,0.05,0.03,0.1,5.0,88.0,Tunggal,Buah
"Arrowroot, segar",73.5,102.0,1.0,0.2,24.1,1.7,1.2,28.0,35.0,1.7,36.0,626.6,0.2,0.8,,15.0,,0.06,0.1,2.3,2.0,100.0,Tunggal,Umbi
"Asam arang coklat, segar",66.1,130.0,0.5,1.1,30.9,1.5,1.4,79.0,113.0,4.3,13.0,,,,,745.0,,0.01,0.2,,,,Tunggal,Bumbu
"Asam arang merah, segar",75.9,99.0,0.8,1.6,20.3,2.8,1.4,69.0,300.0,4.6,2.0,95.7,,0.1,,529.0,,0.01,0.34,1.6,,,Tunggal,Bumbu
"Asam kandis, kering",32.2,261.0,0.9,1.6,63.3,5.0,2.0,192.0,657.0,4.4,26.0,341.4,0.4,0.3,,0.2,,,,0.4,,100.0,Tunggal,Bumbu
"Asam kandis, segar",81.5,75.0,0.2,1.1,16.1,3.4,1.1,63.0,139.0,2.5,7.0,93.2,0.1,0.1,,41.0,,0.01,,0.1,,,Tunggal,Bumbu
"Asam payak, segar",65.1,135.0,0.8,0.4,32.1,10.0,1.6,60.0,39.0,5.7,0.2,,,,,,,,,,,,Tunggal,Bumbu
"Ayam goreng church texas, dada",42.2,338.0,35.2,20.6,0.4,,1.5,79.0,221.0,5.6,800.0,369.5,0.16,1.1,16.0,,80.0,0.52,0.16,12.1,,100.0,Olahan,Daging
"Ayam goreng church texas, sayap",47.2,295.0,34.0,16.0,1.5,,1.3,81.0,179.0,3.0,771.0,237.2,0.16,1.2,13.0,,50.0,0.44,0.13,6.2,,100.0,Olahan,Daging
"Ayam goreng church,texas paha",50.3,287.0,31.0,15.7,1.7,,1.3,99.0,176.0,4.1,723.0,257.0,0.17,1.5,22.0,,30.0,0.66,0.2,5.3,,100.0,Olahan,Daging
"Ayam goreng kalasan, paha",46.2,275.0,37.4,12.2,1.3,,2.9,116.0,237.0,5.8,176.0,321.9,0.16,1.5,10.0,,50.0,0.1,,,,100.0,Olahan,Daging
"Ayam goreng kentucky, dada",46.5,298.0,34.2,16.8,0.1,,2.5,90.0,284.0,5.5,741.0,342.0,0.07,1.0,36.0,,50.0,0.19,,,,100.0,Olahan,Daging
"Ayam goreng Kentucky, paha",48.7,286.0,32.1,16.1,1.1,,2.0,89.0,248.0,6.9,746.0,265.2,0.09,2.3,31.0,,20.0,0.5,0.21,5.5,,100.0,Olahan,Daging
"Ayam goreng Kentucky,sayap",44.7,297.0,35.9,15.2,1.6,,2.6,103.0,227.0,4.4,807.0,248.4,0.06,1.4,22.0,,70.0,0.73,0.14,6.5,,100.0,Olahan,Daging
Ayam goreng mbok berek dada,43.4,295.0,39.2,13.6,1.0,,2.8,114.0,278.0,5.4,,,,,8.0,,50.0,0.19,,,,100.0,Olahan,Daging
Bagea kw 1,7.2,416.0,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,,,,,13.0,,312.0,0.08,,2.6,,100.0,Olahan,Umbi
Bagea kw 2,7.9,382.0,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,,,,,,,,0.02,,,,100.0,Olahan,Umbi
"Bakpia, kue",38.9,272.0,8.7,6.7,44.1,0.9,1.6,194.0,117.0,4.5,,,,,,,1.392,0.31,1.0,2.9,,100.0,Olahan,Serealia
Bakwan,40.5,280.0,8.2,10.2,39.0,3.4,2.1,204.0,79.0,7.0,,,,,,,,0.08,,,,100.0,Olahan,Serealia
"Bekicot, dendeng, mentah",6.7,441.0,48.7,20.3,15.8,,8.4,692.0,523.0,16.6,,,,,6.0,,1.408,0.56,,,69.0,100.0,Olahan,Ikan dsb
"Belitung, talas, kukus",63.1,145.0,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,,,,0.08,0.1,2.3,1.0,100.0,Olahan,Umbi
"Belitung, talas, segar",63.1,145.0,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,,,,0.1,0.1,2.3,2.0,85.0,Tunggal,Umbi
"Belut, goreng",11.2,417.0,25.9,19.4,32.0,,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,,,,,0.2,10.5,,,Olahan,Ikan dsb
"Belut,laut, segar",79.5,93.0,12.8,1.5,6.1,,4.1,60.0,199.0,3.0,33.0,175.9,0.1,1.0,51.0,3.0,71.0,0.06,,2.7,,,Tunggal,Ikan dsb
"Bentul (Komba), talas, segar",75.8,98.0,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,,195.5,0.2,0.6,,,,0.02,0.1,0.8,,86.0,Tunggal,Umbi
"Bentul, talas, kukus",81.1,71.0,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,,201.0,0.2,0.6,,,,0.06,,,21.0,100.0,Olahan,Umbi
"Beras giling var pelita, mentah",11.4,369.0,9.5,1.4,77.1,0.4,0.6,68.0,171.0,1.4,34.0,,,,,,,0.26,,,,100.0,Tunggal,Serealia
"Beras giling var rojolele, mentah",12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,34.0,112.9,0.14,0.1,,,80.0,0.2,0.02,1.5,,100.0,Tunggal,Serealia
"Beras ketan hitam tumbuk, mentah",13.7,360.0,8.0,2.3,74.5,1.0,1.5,10.0,347.0,6.2,11.0,288.0,0.28,2.2,,,,0.24,0.1,2.0,,100.0,Tunggal,Serealia
"Beras ketan putih tumbuk, mentah",12.9,361.0,7.4,0.8,78.4,0.4,0.5,13.0,157.0,3.4,3.0,282.0,0.28,2.2,,,,0.28,,1.4,,100.0,Tunggal,Serealia
"Beras tumbuk merah, mentah",14.6,352.0,7.3,0.9,76.2,0.8,1.0,15.0,257.0,4.2,10.0,202.0,0.36,1.9,,,,0.34,0.05,3.3,,100.0,Tunggal,Serealia
Bika ambon,51.5,199.0,2.1,1.5,44.4,0.3,0.6,45.0,28.0,1.8,,,,,,,408.0,0.1,,,,100.0,Olahan,Serealia
"Biwah, segar",87.1,51.0,0.3,0.1,12.1,0.7,0.5,220.0,14.0,0.8,1.0,258.6,0.04,0.1,,,12.256,0.1,0.02,,4.0,66.0,Tunggal,Buah
"Buah kom, segar",33.7,264.0,4.0,1.1,59.6,9.0,1.7,306.0,92.0,0.8,,,,,,,400.0,0.11,,,9.0,100.0,Tunggal,Buah
"Cabai gembor merah, segar",90.8,38.0,1.6,0.8,6.3,1.6,0.6,49.0,41.0,1.1,7.0,275.3,0.12,0.2,,5.897,3.24,0.21,0.12,,16.0,89.0,Tunggal,Bumbu
"Carica papaya, segar",93.4,24.0,1.9,0.2,3.7,1.0,0.9,51.0,33.0,1.8,,,,,,,1.0,0.32,0.07,,85.0,60.0,Tunggal,Buah
Cassavastick,5.6,460.0,0.8,18.7,17.2,1.6,2.7,144.0,58.0,7.5,,,,,,,107.0,0.19,0.07,0.1,,100.0,Olahan,Umbi
Ceriping getuk singkong,7.2,462.0,1.2,20.7,67.7,0.6,3.2,1.248,172.0,8.8,,,,,,,152.0,0.29,0.02,0.5,,100.0,Olahan,Umbi
"Cumi-cumi, goreng",54.2,265.0,40.6,10.1,,,3.1,62.0,270.0,2.7,86.0,81.9,,,,56.0,,0.09,,6.3,,,Olahan,Ikan dsb
"Cumi-cumi, segar",82.2,75.0,16.1,0.7,0.1,,0.9,32.0,200.0,1.8,37.0,204.1,1.6,1.3,,20.0,,0.08,,2.5,,,Tunggal,Ikan dsb
"Dendeng belut, goreng",8.2,382.0,55.7,14.1,8.0,,14.0,1.069,654.0,15.4,,,,,28.0,,1.48,0.48,,,,,Olahan,Ikan dsb
"Dendeng mujahir, goreng",6.5,598.0,74.3,26.9,9.2,,13.1,1.957,1.447,7.4,,,,,18.0,,25.0,0.19,,,,,Olahan,Ikan dsb
Dodol bali,26.5,298.0,3.7,2.1,65.9,0.4,1.8,70.0,76.0,2.5,,,,,,,496.0,0.28,,2.5,,100.0,Olahan,Serealia
Dodol kedondong,26.4,331.0,1.9,7.6,63.8,1.0,0.4,90.0,55.0,2.3,,,,,,,408.0,0.11,,0.8,5.0,100.0,Olahan,Serealia
"Duwet, segar",80.2,80.0,0.5,0.6,18.2,0.9,0.5,33.0,138.0,1.3,16.0,92.7,191.28,0.3,,329.0,,0.02,0.01,2.5,130.0,67.0,Tunggal,Buah
"Encung asam, segar",73.0,122.0,3.5,4.5,17.5,9.3,1.5,63.0,69.0,3.2,,,,,,,2.357,0.02,,,,98.0,Tunggal,Buah
Enting-enting gepuk hello kity,2.4,538.0,13.6,30.3,52.6,0.2,1.0,81.0,248.0,1.6,,,,,,,202.0,1.0,,,,100.0,Olahan,Kacang
Enting-enting gepuk kacang tanah,4.2,524.0,13.3,29.2,52.0,0.2,1.4,76.0,248.0,1.4,,,,,,,272.0,0.62,,,,100.0,Olahan,Kacang
Enting-enting wijen,3.7,565.0,18.2,38.4,36.8,1.9,3.0,251.0,502.0,10.9,,,,,,,240.0,0.92,,,,100.0,Olahan,Kacang
"Gadung, ubi, kukus",77.4,88.0,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584.0,0.2,0.2,,,,0.03,,0.4,,100.0,Olahan,Umbi
"Gadung, ubi, segar",74.4,100.0,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,,,,0.23,,0.5,2.0,85.0,Tunggal,Umbi
"Ganyong, rebus",74.1,100.0,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,,,,0.04,,,6.0,100.0,Olahan,Umbi
"Ganyong, segar",79.9,77.0,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,,,,,,,,0.1,,,9.0,65.0,Tunggal,Umbi
"Gatep, segar",52.7,191.0,4.5,1.5,39.7,13.4,1.6,186.0,69.0,3.2,17.0,403.3,0.69,1.4,,51.0,,0.05,0.2,1.8,,100.0,Tunggal,Buah
"Gembili, ubi, segar",66.4,131.0,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200.0,0.2,0.3,,,,0.08,,0.9,4.0,85.0,Tunggal,Umbi
Gemblong,36.2,274.0,1.7,5.4,55.5,2.2,1.2,69.0,55.0,3.3,,,,,,,,,,,,100.0,Olahan,Serealia
Gendar goreng,30.4,407.0,6.4,28.2,32.0,0.1,3.0,216.0,62.0,1.6,,,,,,,184.0,0.16,,0.6,,100.0,Olahan,Serealia
Getuk goreng,16.5,360.0,1.3,6.4,74.3,0.8,1.5,59.0,81.0,3.2,,,,,,,,0.21,,0.1,,100.0,Olahan,Umbi
Getuk pisang,63.7,144.0,1.1,0.4,34.1,0.4,0.7,48.0,32.0,1.0,,,,,,,1.464,0.34,,,,100.0,Olahan,Buah
Getuk singkong,49.8,204.0,0.5,1.4,47.4,0.8,1.1,97.0,52.0,1.5,,,,,,,208.0,0.08,,0.1,,100.0,Olahan,Umbi
"Gurame asem manis, masakan",63.1,192.0,12.7,10.1,12.7,,2.4,283.0,169.0,1.1,,,,,19.0,,1.44,0.1,,,,,Olahan,Ikan dsb
Gurandil,47.5,218.0,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,,,,,,,,0.19,,,,100.0,Olahan,Umbi
"Ikan balong, segar",76.5,107.0,16.5,3.9,1.5,,1.5,54.0,202.0,2.0,86.0,253.4,0.5,1.0,25.0,,,0.05,0.1,2.5,,,Tunggal,Ikan dsb
"Ikan bambangan, segar",73.7,112.0,20.0,1.3,3.7,,1.3,98.0,120.0,3.0,148.0,258.7,,0.1,,,,0.07,,0.3,,,Tunggal,Ikan dsb
"Ikan bandeng presto, masakan",45.3,296.0,17.1,20.3,11.3,,6.0,1.422,659.0,1.9,,,,,6.0,,400.0,0.14,,,69.0,100.0,Olahan,Ikan dsb
"Ikan banjar, segar",73.5,111.0,19.4,0.9,4.8,,1.4,68.0,278.0,7.3,99.0,338.7,0.2,0.6,,62.0,,0.03,0.2,7.3,,,Tunggal,Ikan dsb
"Ikan cakalang asin, mentah",41.7,198.0,36.5,2.2,5.5,,14.1,236.0,346.0,3.7,4.304,302.1,,,,,,0.06,,,,70.0,Olahan,Ikan dsb
"Ikan calo/ peda, mentah",71.3,81.0,11.4,1.9,3.8,,11.6,743.0,174.0,22.6,,,,,15.0,,,,,,,100.0,Olahan,Ikan dsb
"Ikan hiu, segar",85.7,57.0,10.7,0.3,2.2,,1.1,75.0,206.0,2.0,,,0.02,,,,,0.05,,,,,Tunggal,Ikan dsb
"Ikan kacangan, segar",80.7,77.0,15.6,0.9,1.6,,1.2,94.0,170.0,1.7,,,,,18.0,,,0.07,,,,,Tunggal,Ikan dsb
"Ikan katombo, asin",44.7,162.0,31.7,2.8,0.3,,15.5,279.0,609.0,4.6,4.393,342.2,2.8,,,,,0.09,,,,70.0,Olahan,Ikan dsb
"Ikan keru-keru, segar",77.2,93.0,16.5,2.1,0.8,,3.4,65.0,217.0,2.4,137.0,255.3,0.34,0.7,,,,0.01,0.09,1.6,,55.0,Tunggal,Ikan dsb
"Ikan lais, segar",65.0,161.0,11.9,11.5,2.4,,9.2,70.0,237.0,,,,,,,,,0.05,,,,62.0,Tunggal,Ikan dsb
"Ikan layur, segar",80.1,82.0,18.0,1.0,0.4,,0.5,48.0,229.0,2.2,,,,,4.0,,,0.04,,,,49.0,Tunggal,Ikan dsb
"Ikan lidah, segar",78.3,104.0,15.6,3.2,2.0,,0.9,30.0,143.0,2.0,,,,,33.0,,,0.03,,,,,Tunggal,Ikan dsb
Ikan Mas pepes,57.5,209.0,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,,315.0,0.13,0.1,2.4,,100.0,Olahan,Ikan dsb
"Ikan mayong, segar",78.2,97.0,17.9,2.0,0.4,,1.5,40.0,100.0,2.5,,,,,21.0,,,0.1,,,,89.0,Tunggal,Ikan dsb
Ikan mujahir goreng,44.7,416.0,46.9,23.9,,,2.2,346.0,654.0,0.9,54.0,278.9,,0.2,12.0,3.0,8.0,0.12,0.1,2.2,,100.0,Olahan,Ikan dsb
Ikan Mujahir pepes,73.7,121.0,21.7,2.8,0.8,,1.0,83.0,248.0,1.6,58.0,265.8,,0.3,8.0,,6.0,,0.1,1.9,,100.0,Olahan,Ikan dsb
"Ikan mujahir, dendeng, mentah",15.2,582.0,68.3,15.2,37.2,,14.1,3.258,1.699,4.3,,,,,15.0,,20.0,0.27,,,,100.0,Olahan,Ikan dsb
"Ikan mujahir, segar",79.7,89.0,18.7,1.0,,,1.1,96.0,209.0,1.5,51.0,265.8,,0.2,6.0,3.0,5.0,0.03,0.1,2.0,,80.0,Tunggal,Ikan dsb
"Ikan sale lais, mentah",12.4,415.0,61.3,17.6,2.9,,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,,,,0.03,0.1,17.3,,,Olahan,Ikan dsb
"Ikan sidat, segar",71.3,81.0,11.4,1.9,3.8,,11.6,118.0,174.0,3.0,46.0,245.9,,1.5,15.0,,,,0.4,3.2,,100.0,Tunggal,Ikan dsb
"Ikan teri, segar",80.0,74.0,10.3,1.4,4.1,,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,,28.0,0.24,0.1,1.9,,100.0,Tunggal,Ikan dsb
"Ikan Teri, tepung, mentah",5.2,347.0,48.8,6.4,19.6,,20.0,4.608,1.2,18.6,,,,,61.0,,130.0,1.12,,,,,Olahan,Ikan dsb
"Ikan, tepung, mentah",4.3,316.0,60.1,6.5,22.4,,6.7,3.196,1.976,16.6,,,,,320.0,,,,,,,,Olahan,Ikan dsb
Intip goreng,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36.0,64.0,2.5,,38.0,0.05,0.5,,,200.0,0.25,0.03,0.8,,100.0,Olahan,Serealia
Jagung gerontol,61.7,156.0,2.7,1.3,33.3,1.0,0.8,51.0,105.0,1.2,,,,,,,162.0,0.08,,,,100.0,Olahan,Serealia
"Jagung kuning pipil, kering, mentah",11.5,366.0,9.8,7.3,69.1,2.2,2.4,30.0,538.0,2.3,5.0,79.4,0.1,1.9,,636.0,641.0,0.12,0.12,1.8,3.0,100.0,Tunggal,Serealia
"Jagung kuning pipil, rebus",63.7,154.0,3.8,3.5,28.4,0.7,0.6,7.0,171.0,0.5,5.0,56.4,0.1,2.0,,818.0,234.0,0.08,0.1,1.7,,100.0,Olahan,Serealia
"Jagung muda, kuning, mentah",61.8,147.0,5.1,0.7,31.5,1.3,0.9,6.0,122.0,1.1,5.0,33.6,0.13,0.8,,113.0,261.0,0.24,0.05,0.8,9.0,100.0,Tunggal,Serealia
"Jagung muda, rebus",53.2,142.0,5.0,0.7,30.3,0.8,0.8,5.0,105.0,0.8,5.0,24.3,0.2,0.9,,145.0,225.0,0.15,0.08,0.7,,100.0,Olahan,Serealia
"Jagung pipil var. harapan, kering",11.3,367.0,6.2,5.1,76.2,2.6,1.2,7.0,354.0,2.8,1.0,79.6,0.1,1.9,,637.0,385.0,0.19,0.08,1.0,,100.0,Tunggal,Serealia
"Jagung pipil var. metro, kering",10.6,368.0,5.5,4.6,78.0,2.9,1.3,7.0,300.0,2.4,1.0,80.2,0.1,1.9,,642.0,554.0,0.16,0.08,1.0,,100.0,Tunggal,Serealia
Jagung titi,9.2,374.0,9.4,2.2,79.1,0.8,0.1,14.0,142.0,2.9,,,9.0,,,,11.507,0.2,,,,100.0,Olahan,Serealia
Jambu biji putih tidak berbiji,82.8,61.0,0.9,0.3,15.4,4.5,0.6,31.0,41.0,0.2,20.0,103.0,0.04,0.5,,53.0,18.0,1.02,0.06,1.3,116.0,82.0,Tunggal,Buah
Japilus,3.8,500.0,1.2,25.1,67.3,0.4,2.7,186.0,29.0,4.9,,,,,,,,0.17,0.03,0.4,,100.0,Olahan,Serealia
"Jeruk nipis, segar",88.9,44.0,0.5,0.2,10.0,0.4,0.4,18.0,22.0,0.2,3.0,108.9,0.06,0.1,,23.0,4.0,0.01,0.03,0.2,20.0,76.0,Tunggal,Buah
"Jeruk ragi, segar",87.6,49.0,0.7,0.2,11.1,0.5,0.4,36.0,67.0,0.7,4.0,457.3,155.0,0.2,,0.3,68.0,0.03,0.03,0.2,30.0,59.0,Tunggal,Buah
"Kaburan, ubi, segar",66.5,133.0,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,,,,0.01,,0.3,,81.0,Tunggal,Umbi
Kacang atom,3.1,533.0,27.8,38.1,28.8,2.5,2.2,87.0,423.0,3.0,,,,,,,,0.06,,,,100.0,Olahan,Kacang
"Kacang mete/biji jambu monyet, goreng",1.0,629.0,20.4,56.3,19.8,1.1,2.5,502.0,493.0,8.0,13.0,641.7,4.7,5.4,,5.0,,0.37,0.22,1.8,,100.0,Olahan,Kacang
Kacang sukro,4.7,484.0,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,,,,,,,,0.06,,,,100.0,Olahan,Kacang
Kacang tanah sari,2.1,561.0,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,,,,,,,,0.08,,,,100.0,Olahan,Kacang
"Kawista, segar",71.8,120.0,3.5,2.5,20.8,4.6,1.4,190.0,230.0,1.6,9.0,,308.43,0.4,,99.0,,0.07,0.07,0.4,3.0,72.0,Tunggal,Buah
Kecimpring singkong goreng,3.7,464.0,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,,,,,,,3.32,0.34,,,,100.0,Olahan,Umbi
Kembang tahu,10.8,380.0,48.9,13.8,23.3,,3.2,378.0,781.0,2.1,55.0,455.3,0.68,4.2,,,,0.15,0.08,0.7,,100.0,Olahan,Kacang
Kembang tahu rebus,79.8,90.0,10.7,4.0,4.7,,0.8,85.0,,,,,,,,,,,,,,100.0,Olahan,Kacang
"Kentang, segar",83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,,,,0.09,0.1,1.0,21.0,85.0,Tunggal,Umbi
"Kerang, dendeng, mentah",18.3,357.0,41.1,10.0,25.6,,5.0,217.0,904.0,5.2,,,,,,,329.0,0.27,,,,100.0,Olahan,Ikan dsb
"Kerang, segar",78.2,101.0,14.4,2.6,3.9,,0.9,321.0,270.0,15.6,,,,,,,,0.01,,,,100.0,Tunggal,Ikan dsb
Keremes,6.7,475.0,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,,,,,,,1.0,,,,,100.0,Olahan,Umbi
"Keribang, ubi, segar",67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,,,,,,0.7,,83.0,Tunggal,Umbi
Keripik gadung,4.0,446.0,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,,,,,,,,0.95,,,,100.0,Olahan,Umbi
Keripik lampung,5.0,485.0,1.7,22.2,69.7,0.6,1.5,43.0,65.0,0.8,,,,,,4.0,7.33,0.41,,,,100.0,Olahan,Buah
Keripik oncom,3.0,598.0,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,,,,,,,1.608,1.13,,,,100.0,Olahan,Kacang
Keripik singkong,4.2,478.0,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,,,,,,,,0.24,,,,100.0,Olahan,Umbi
Keripik singkong berbumbu,2.2,481.0,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,,,,,,,80.0,0.31,,,,100.0,Olahan,Umbi
Keripik tempe,3.3,581.0,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,,,,,,,320.0,0.35,,,,100.0,Olahan,Kacang
Keripik tempe abadi besar,4.5,556.0,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,,,,,,,,0.63,,,,100.0,Olahan,Kacang
Keripik tempe abadi murni,3.2,542.0,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,,,,,,,50.0,0.1,,,,100.0,Olahan,Kacang
Keripik tempe abadi prima,4.8,540.0,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,,,,,,,1.08,0.38,,,,100.0,Olahan,Kacang
Keripik tempe abadi sedang,4.4,510.0,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,,,,,,,,0.52,,,,100.0,Olahan,Kacang
Keripik tempe abadi telur,4.5,529.0,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,,,,,,,,0.86,,,,100.0,Olahan,Kacang
Kerupuk kemplang goreng,5.8,504.0,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,,,,,6.0,,280.0,0.31,,,,100.0,Olahan,Umbi
Kerupuk kemplang panggang,9.4,356.0,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,,,,,7.0,,280.0,0.36,,,,100.0,Olahan,Umbi
Kerupuk mie kuning goreng,7.2,476.0,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,,109.0,0.1,0.2,,,333.0,0.22,,0.9,,100.0,Olahan,Umbi
"Ketan hitam, matang",56.9,181.0,4.0,1.2,37.3,0.3,0.6,9.0,144.0,1.7,9.0,18.4,0.1,0.7,,,,0.06,,0.5,,100.0,Olahan,Serealia
"Ketan putih, matang",60.7,163.0,3.0,0.4,35.7,0.2,0.2,4.0,55.0,0.7,8.0,16.8,0.1,0.7,,,,0.07,,0.5,,100.0,Olahan,Serealia
"Ketela pohon/ singkong, segar",61.4,154.0,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.3,0.4,,,,0.06,0.1,0.5,31.0,85.0,Tunggal,Umbi
Ketela pohon/singkong kukus,61.5,153.0,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,,,,,,0.3,20.0,100.0,Olahan,Umbi
Ketupat ketan,52.0,212.0,4.0,4.6,38.6,0.2,0.9,8.0,46.0,1.0,,,,,,,,0.07,,0.2,,100.0,Olahan,Serealia
"Koro andong, kering",10.8,356.0,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.73,2.8,,,,0.29,0.02,1.4,1.0,100.0,Tunggal,Kacang
"Koro roay, kering",13.0,344.0,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.72,2.7,,,28.0,0.11,0.21,1.4,1.0,100.0,Tunggal,Kacang
"Kranji, segar",20.1,315.0,2.1,1.4,73.5,,2.9,160.0,120.0,3.7,,,,,,,,0.02,,,,31.0,Tunggal,Buah
Kue jahe,3.7,425.0,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,,,,,,,,0.2,,,,100.0,Olahan,Serealia
Kue putu cangkir,32.6,304.0,5.3,7.0,54.9,0.9,0.2,18.0,193.0,4.0,,,,,,,,0.06,,,,100.0,Olahan,Serealia
"Kuro, segar",79.9,87.0,16.0,2.2,1.0,,0.9,75.0,136.0,1.0,,,,,6.0,,,0.04,,,,52.0,Tunggal,Ikan dsb
Lamtoro var. gung tanpa kulit,10.2,367.0,46.4,5.4,32.5,2.6,4.4,136.0,441.0,23.3,65.0,,0.07,5.6,,,18.9,0.06,1.15,1.0,9.0,100.0,Tunggal,Kacang
Lamtoro var. lokal dengan kulit,13.5,336.0,23.8,1.2,59.7,15.4,1.8,867.0,321.0,1.5,134.0,,0.07,5.4,,,321.0,0.15,1.34,0.9,16.0,100.0,Tunggal,Kacang
Lanting getuk,4.2,422.0,0.9,10.8,80.4,1.4,3.8,206.0,104.0,3.6,,,,,,,,0.43,,,,100.0,Olahan,Umbi
Lapis legit,21.3,389.0,6.6,15.7,55.5,0.5,0.9,16.0,136.0,1.9,,,,,41.0,,1.032,0.26,0.09,3.0,,100.0,Olahan,Serealia
Ledre pisang,3.6,405.0,4.8,5.1,84.9,0.4,1.6,59.0,124.0,2.6,,,,,,,,0.05,,,,100.0,Olahan,Buah
Lempog durian,25.2,320.0,3.5,5.7,63.7,4.9,1.9,190.0,93.0,2.5,,,,,,13.0,,0.18,0.04,,15.0,100.0,Olahan,Buah
"Lontar, segar",93.0,27.0,0.4,0.2,6.0,1.6,0.4,91.0,243.0,0.5,,,,,,,,0.03,,,,79.0,Tunggal,Buah
